time;Gb(i);Gd(i);Gr(i);H_sun;T2m;WS10m;Int
20160116:1710;0.0;0.0;0.0;0.0;-12.01;3.0;0.0
20160116:1810;0.0;0.0;0.0;0.0;-12.5;3.13;0.0
20160116:1910;0.0;0.0;0.0;0.0;-12.66;3.1;0.0
20160116:2010;0.0;0.0;0.0;0.0;-12.82;3.08;0.0
20160116:2110;0.0;0.0;0.0;0.0;-12.98;3.05;0.0
20160116:2210;0.0;0.0;0.0;0.0;-13.18;3.02;0.0
20160116:2310;0.0;0.0;0.0;0.0;-13.39;2.99;0.0
20160117:0010;0.0;0.0;0.0;0.0;-13.6;2.97;0.0
20160117:0110;0.0;0.0;0.0;0.0;-13.37;2.92;0.0
20160117:0210;0.0;0.0;0.0;0.0;-13.14;2.88;0.0
20160117:0310;0.0;0.0;0.0;0.0;-12.92;2.84;0.0
20160117:0410;0.0;0.0;0.0;0.0;-13.18;2.84;0.0
20160117:0510;0.0;0.0;0.0;0.0;-13.45;2.84;0.0
20160117:0610;0.0;0.0;0.0;0.0;-13.71;2.84;0.0
20160117:0710;0.0;0.0;0.0;0.0;-13.39;2.77;0.0
20160117:0810;0.0;39.0;0.0;8.4;-13.07;2.7;0.0
20160117:0910;17.0;73.0;0.0;15.51;-12.75;2.63;0.0
20160117:1010;4.0;61.0;0.0;20.69;-12.15;2.8;0.0
20160117:1110;24.0;32.0;0.0;23.45;-11.54;2.97;0.0
20160117:1210;1.0;45.0;0.0;23.47;-10.94;3.14;0.0
20160117:1310;0.0;44.0;0.0;20.75;-11.05;2.99;0.0
20160117:1410;0.0;22.0;0.0;15.6;-11.17;2.83;0.0
20160117:1510;0.0;67.0;0.0;8.51;-11.29;2.68;0.0
20160117:1610;0.0;0.0;0.0;0.0;-11.95;2.52;0.0
20160117:1710;0.0;0.0;0.0;0.0;-12.62;2.37;0.0
20160117:1810;0.0;0.0;0.0;0.0;-13.29;2.22;0.0
20160117:1910;0.0;0.0;0.0;0.0;-13.23;1.91;0.0
20160117:2010;0.0;0.0;0.0;0.0;-13.17;1.6;0.0
20160117:2110;0.0;0.0;0.0;0.0;-13.12;1.28;0.0
20160117:2210;0.0;0.0;0.0;0.0;-13.7;1.15;0.0
20160117:2310;0.0;0.0;0.0;0.0;-14.29;1.03;0.0
20160118:0010;0.0;0.0;0.0;0.0;-14.88;0.9;0.0
20160118:0110;0.0;0.0;0.0;0.0;-14.83;0.87;0.0
20160118:0210;0.0;0.0;0.0;0.0;-14.78;0.85;0.0
20160118:0310;0.0;0.0;0.0;0.0;-14.74;0.83;0.0
20160118:0410;0.0;0.0;0.0;0.0;-14.85;0.76;0.0
20160118:0510;0.0;0.0;0.0;0.0;-14.95;0.69;0.0
20160118:0610;0.0;0.0;0.0;0.0;-15.06;0.62;0.0
20160118:0710;0.0;0.0;0.0;0.0;-14.54;0.53;0.0
20160118:0810;0.0;19.0;0.0;8.52;-14.01;0.45;0.0
20160118:0910;16.0;77.0;0.0;15.66;-13.48;0.36;0.0
20160118:1010;11.0;120.0;0.0;20.86;-12.45;0.81;0.0
20160118:1110;8.0;153.0;0.0;23.64;-11.42;1.27;0.0
20160118:1210;13.0;215.0;0.0;23.68;-10.39;1.72;0.0
20160118:1310;0.0;96.0;0.0;20.96;-10.22;1.66;0.0
20160118:1410;0.0;123.0;0.0;15.81;-10.05;1.6;0.0
20160118:1510;0.0;48.0;0.0;8.72;-9.88;1.54;0.0
20160118:1610;0.0;0.0;0.0;0.0;-9.89;1.44;0.0
20160118:1710;0.0;0.0;0.0;0.0;-9.9;1.34;0.0
20160118:1810;0.0;0.0;0.0;0.0;-9.92;1.24;0.0
20160118:1910;0.0;0.0;0.0;0.0;-9.78;1.06;0.0
20160118:2010;0.0;0.0;0.0;0.0;-9.64;0.88;0.0
20160118:2110;0.0;0.0;0.0;0.0;-9.51;0.7;0.0
20160118:2210;0.0;0.0;0.0;0.0;-9.51;0.59;0.0
20160118:2310;0.0;0.0;0.0;0.0;-9.51;0.48;0.0
20160119:0010;0.0;0.0;0.0;0.0;-9.51;0.37;0.0
20160119:0110;0.0;0.0;0.0;0.0;-9.54;0.41;0.0
20160119:0210;0.0;0.0;0.0;0.0;-9.58;0.45;0.0
20160119:0310;0.0;0.0;0.0;0.0;-9.62;0.48;0.0
20160119:0410;0.0;0.0;0.0;0.0;-9.57;0.53;0.0
20160119:0510;0.0;0.0;0.0;0.0;-9.52;0.58;0.0
20160119:0610;0.0;0.0;0.0;0.0;-9.47;0.63;0.0
20160119:0710;0.0;0.0;0.0;0.0;-9.13;0.59;0.0
20160119:0810;0.0;45.0;0.0;8.65;-8.78;0.55;0.0
20160119:0910;6.0;73.0;0.0;15.81;-8.43;0.51;0.0
20160119:1010;4.0;99.0;0.0;21.04;-7.76;0.66;0.0
20160119:1110;0.0;77.0;0.0;23.84;-7.1;0.8;0.0
20160119:1210;2.0;137.0;0.0;23.89;-6.43;0.95;0.0
20160119:1310;0.0;132.0;0.0;21.18;-6.44;0.93;0.0
20160119:1410;0.0;102.0;0.0;16.03;-6.46;0.91;0.0
20160119:1510;0.0;46.0;0.0;8.93;-6.48;0.9;0.0
20160119:1610;0.0;0.0;0.0;0.0;-6.51;0.77;0.0
20160119:1710;0.0;0.0;0.0;0.0;-6.54;0.65;0.0
20160119:1810;0.0;0.0;0.0;0.0;-6.58;0.52;0.0
20160119:1910;0.0;0.0;0.0;0.0;-6.75;0.57;0.0
20160119:2010;0.0;0.0;0.0;0.0;-6.92;0.63;0.0
20160119:2110;0.0;0.0;0.0;0.0;-7.09;0.68;0.0
20160119:2210;0.0;0.0;0.0;0.0;-7.31;0.71;0.0
20160119:2310;0.0;0.0;0.0;0.0;-7.53;0.74;0.0
20160120:0010;0.0;0.0;0.0;0.0;-7.75;0.77;0.0
20160120:0110;0.0;0.0;0.0;0.0;-7.88;0.84;0.0
20160120:0210;0.0;0.0;0.0;0.0;-8.01;0.9;0.0
20160120:0310;0.0;0.0;0.0;0.0;-8.15;0.97;0.0
20160120:0410;0.0;0.0;0.0;0.0;-7.86;0.99;0.0
20160120:0510;0.0;0.0;0.0;0.0;-7.56;1.01;0.0
20160120:0610;0.0;0.0;0.0;0.0;-7.27;1.03;0.0
20160120:0710;0.0;0.0;0.0;0.0;-6.96;0.92;0.0
20160120:0810;0.0;37.0;0.0;8.79;-6.65;0.8;0.0
20160120:0910;37.0;114.0;0.0;15.97;-6.33;0.69;0.0
20160120:1010;0.0;76.0;0.0;21.22;-5.81;0.89;0.0
20160120:1110;0.0;77.0;0.0;24.05;-5.28;1.09;0.0
20160120:1210;2.0;181.0;0.0;24.11;-4.76;1.3;0.0
20160120:1310;0.0;120.0;0.0;21.41;-4.95;1.26;0.0
20160120:1410;0.0;92.0;0.0;16.25;-5.15;1.21;0.0
20160120:1510;0.0;53.0;0.0;9.15;-5.34;1.17;0.0
20160120:1610;0.0;0.0;0.0;0.0;-5.5;1.08;0.0
20160120:1710;0.0;0.0;0.0;0.0;-5.67;0.98;0.0
20160120:1810;0.0;0.0;0.0;0.0;-5.84;0.88;0.0
20160120:1910;0.0;0.0;0.0;0.0;-6.09;0.92;0.0
20160120:2010;0.0;0.0;0.0;0.0;-6.34;0.96;0.0
20160120:2110;0.0;0.0;0.0;0.0;-6.59;0.99;0.0
20160120:2210;0.0;0.0;0.0;0.0;-6.95;1.04;0.0
20160120:2310;0.0;0.0;0.0;0.0;-7.31;1.09;0.0
20160121:0010;0.0;0.0;0.0;0.0;-7.67;1.13;0.0
20160121:0110;0.0;0.0;0.0;0.0;-8.05;1.18;0.0
20160121:0210;0.0;0.0;0.0;0.0;-8.43;1.23;0.0
20160121:0310;0.0;0.0;0.0;0.0;-8.81;1.28;0.0
20160121:0410;0.0;0.0;0.0;0.0;-8.69;1.24;0.0
20160121:0510;0.0;0.0;0.0;0.0;-8.57;1.19;0.0
20160121:0610;0.0;0.0;0.0;0.0;-8.45;1.14;0.0
20160121:0710;0.0;0.0;0.0;0.0;-8.31;1.06;0.0
20160121:0810;0.0;54.0;0.0;8.93;-8.17;0.98;0.0
20160121:0910;7.0;99.0;0.0;16.13;-8.03;0.9;0.0
20160121:1010;4.0;151.0;0.0;21.41;-6.75;0.75;0.0
20160121:1110;13.0;185.0;0.0;24.26;-5.48;0.6;0.0
20160121:1210;65.0;116.0;0.0;24.34;-4.2;0.46;0.0
20160121:1310;0.0;127.0;0.0;21.64;-4.1;0.44;0.0
20160121:1410;0.0;66.0;0.0;16.48;-4.01;0.42;0.0
20160121:1510;0.0;34.0;0.0;9.37;-3.92;0.4;0.0
20160121:1610;0.0;0.0;0.0;0.0;-4.63;0.33;0.0
20160121:1710;0.0;0.0;0.0;0.0;-5.34;0.25;0.0
20160121:1810;0.0;0.0;0.0;0.0;-6.06;0.18;0.0
20160121:1910;0.0;0.0;0.0;0.0;-6.69;0.29;0.0
20160121:2010;0.0;0.0;0.0;0.0;-7.32;0.39;0.0
20160121:2110;0.0;0.0;0.0;0.0;-7.95;0.5;0.0
20160121:2210;0.0;0.0;0.0;0.0;-8.54;0.51;0.0
20160121:2310;0.0;0.0;0.0;0.0;-9.14;0.53;0.0
20160122:0010;0.0;0.0;0.0;0.0;-9.74;0.55;0.0
20160122:0110;0.0;0.0;0.0;0.0;-10.08;0.66;0.0
20160122:0210;0.0;0.0;0.0;0.0;-10.42;0.76;0.0
20160122:0310;0.0;0.0;0.0;0.0;-10.77;0.87;0.0
20160122:0410;0.0;0.0;0.0;0.0;-10.87;0.89;0.0
20160122:0510;0.0;0.0;0.0;0.0;-10.98;0.91;0.0
20160122:0610;0.0;0.0;0.0;0.0;-11.08;0.92;0.0
20160122:0710;0.0;0.0;0.0;0.0;-10.25;0.83;0.0
20160122:0810;0.0;39.0;0.0;9.08;-9.42;0.74;0.0
20160122:0910;117.01;58.0;0.0;16.3;-8.59;0.65;0.0
20160122:1010;101.0;138.0;0.0;21.61;-6.82;0.67;0.0
20160122:1110;155.01;140.0;0.0;24.47;-5.06;0.69;0.0
20160122:1210;135.01;121.0;0.0;24.57;-3.29;0.72;0.0
20160122:1310;0.0;144.0;0.0;21.87;-3.52;0.72;0.0
20160122:1410;0.0;106.0;0.0;16.71;-3.75;0.73;0.0
20160122:1510;0.0;74.0;0.0;9.59;-3.98;0.73;0.0
20160122:1610;0.0;0.0;0.0;0.0;-4.43;0.72;0.0
20160122:1710;0.0;0.0;0.0;0.0;-4.88;0.7;0.0
20160122:1810;0.0;0.0;0.0;0.0;-5.33;0.69;0.0
20160122:1910;0.0;0.0;0.0;0.0;-5.7;0.76;0.0
20160122:2010;0.0;0.0;0.0;0.0;-6.07;0.83;0.0
20160122:2110;0.0;0.0;0.0;0.0;-6.45;0.9;0.0
20160122:2210;0.0;0.0;0.0;0.0;-6.3;0.92;0.0
20160122:2310;0.0;0.0;0.0;0.0;-6.15;0.95;0.0
20160123:0010;0.0;0.0;0.0;0.0;-6.0;0.98;0.0
20160123:0110;0.0;0.0;0.0;0.0;-5.87;1.2;0.0
20160123:0210;0.0;0.0;0.0;0.0;-5.75;1.41;0.0
20160123:0310;0.0;0.0;0.0;0.0;-5.63;1.63;0.0
20160123:0410;0.0;0.0;0.0;0.0;-5.42;1.78;0.0
20160123:0510;0.0;0.0;0.0;0.0;-5.22;1.94;0.0
20160123:0610;0.0;0.0;0.0;0.0;-5.01;2.1;0.0
20160123:0710;0.0;0.0;0.0;0.0;-4.52;2.04;0.0
20160123:0810;0.0;23.0;0.0;9.23;-4.03;1.99;0.0
20160123:0910;162.01;31.0;0.0;16.48;-3.54;1.93;0.0
20160123:1010;208.01;84.0;0.0;21.81;-2.82;2.03;0.0
20160123:1110;251.01;113.0;0.0;24.7;-2.1;2.12;0.0
20160123:1210;255.01;105.0;0.0;24.8;-1.38;2.22;0.0
20160123:1310;0.0;119.0;0.0;22.11;-1.58;2.07;0.0
20160123:1410;0.0;60.0;0.0;16.95;-1.79;1.93;0.0
20160123:1510;0.0;40.0;0.0;9.82;-1.99;1.78;0.0
20160123:1610;0.0;0.0;0.0;0.0;-2.18;1.6;0.0
20160123:1710;0.0;0.0;0.0;0.0;-2.37;1.42;0.0
20160123:1810;0.0;0.0;0.0;0.0;-2.57;1.24;0.0
20160123:1910;0.0;0.0;0.0;0.0;-3.54;1.18;0.0
20160123:2010;0.0;0.0;0.0;0.0;-4.51;1.12;0.0
20160123:2110;0.0;0.0;0.0;0.0;-5.48;1.06;0.0
20160123:2210;0.0;0.0;0.0;0.0;-6.96;1.13;0.0
20160123:2310;0.0;0.0;0.0;0.0;-8.44;1.19;0.0
20160124:0010;0.0;0.0;0.0;0.0;-9.92;1.26;0.0
20160124:0110;0.0;0.0;0.0;0.0;-9.71;1.26;0.0
20160124:0210;0.0;0.0;0.0;0.0;-9.51;1.27;0.0
20160124:0310;0.0;0.0;0.0;0.0;-9.31;1.28;0.0
20160124:0410;0.0;0.0;0.0;0.0;-9.27;1.32;0.0
20160124:0510;0.0;0.0;0.0;0.0;-9.24;1.37;0.0
20160124:0610;0.0;0.0;0.0;0.0;-9.2;1.41;0.0
20160124:0710;0.0;0.0;0.0;0.0;-8.12;1.33;0.0
20160124:0810;0.0;34.0;0.0;9.39;-7.04;1.26;0.0
20160124:0910;54.0;85.0;0.0;16.67;-5.96;1.19;0.0
20160124:1010;64.0;226.0;0.0;22.02;-3.43;1.13;0.0
20160124:1110;57.0;279.0;0.0;24.93;-0.9;1.08;0.0
20160124:1210;186.01;111.0;0.0;25.05;1.63;1.02;0.0
20160124:1310;0.0;158.0;0.0;22.36;1.32;1.15;0.0
20160124:1410;0.0;132.0;0.0;17.19;1.0;1.28;0.0
20160124:1510;0.0;62.0;0.0;10.05;0.69;1.41;0.0
20160124:1610;0.0;0.0;0.0;0.0;-0.05;1.35;0.0
20160124:1710;0.0;0.0;0.0;0.0;-0.79;1.29;0.0
20160124:1810;0.0;0.0;0.0;0.0;-1.53;1.23;0.0
20160124:1910;0.0;0.0;0.0;0.0;-2.46;1.11;0.0
20160124:2010;0.0;0.0;0.0;0.0;-3.4;1.0;0.0
20160124:2110;0.0;0.0;0.0;0.0;-4.34;0.88;0.0
20160124:2210;0.0;0.0;0.0;0.0;-5.32;0.84;0.0
20160124:2310;0.0;0.0;0.0;0.0;-6.31;0.8;0.0
20160125:0010;0.0;0.0;0.0;0.0;-7.3;0.76;0.0
20160125:0110;0.0;0.0;0.0;0.0;-6.75;0.76;0.0
20160125:0210;0.0;0.0;0.0;0.0;-6.21;0.77;0.0
20160125:0310;0.0;0.0;0.0;0.0;-5.67;0.77;0.0
20160125:0410;0.0;0.0;0.0;0.0;-5.64;0.82;0.0
20160125:0510;0.0;0.0;0.0;0.0;-5.62;0.86;0.0
20160125:0610;0.0;0.0;0.0;0.0;-5.59;0.91;0.0
20160125:0710;0.0;0.0;0.0;0.0;-4.78;0.93;0.0
20160125:0810;0.0;33.0;0.0;9.56;-3.96;0.96;0.0
20160125:0910;225.01;11.0;0.0;16.86;-3.14;0.98;1.0
20160125:1010;280.01;36.0;0.0;22.23;-1.08;0.95;0.0
20160125:1110;344.01;62.0;0.0;25.16;0.98;0.91;0.0
20160125:1210;330.01;51.0;0.0;25.3;3.04;0.88;0.0
20160125:1310;295.01;75.0;0.0;22.61;2.9;0.81;0.0
20160125:1410;0.0;49.0;0.0;17.44;2.75;0.74;0.0
20160125:1510;0.0;37.0;0.0;10.29;2.6;0.68;0.0
20160125:1610;0.0;0.0;0.0;0.0;1.45;0.79;0.0
20160125:1710;0.0;0.0;0.0;0.0;0.3;0.9;0.0
20160125:1810;0.0;0.0;0.0;0.0;-0.85;1.01;0.0
20160125:1910;0.0;0.0;0.0;0.0;-1.65;0.99;0.0
20160125:2010;0.0;0.0;0.0;0.0;-2.45;0.98;0.0
20160125:2110;0.0;0.0;0.0;0.0;-3.25;0.97;0.0
20160125:2210;0.0;0.0;0.0;0.0;-3.92;1.0;0.0
20160125:2310;0.0;0.0;0.0;0.0;-4.59;1.04;0.0
20160126:0010;0.0;0.0;0.0;0.0;-5.26;1.08;0.0
20160126:0110;0.0;0.0;0.0;0.0;-5.26;1.07;0.0
20160126:0210;0.0;0.0;0.0;0.0;-5.26;1.07;0.0
20160126:0310;0.0;0.0;0.0;0.0;-5.27;1.06;0.0
20160126:0410;0.0;0.0;0.0;0.0;-5.27;1.07;0.0
20160126:0510;0.0;0.0;0.0;0.0;-5.26;1.07;0.0
20160126:0610;0.0;0.0;0.0;0.0;-5.26;1.08;0.0
20160126:0710;0.0;0.0;0.0;0.0;-4.61;1.11;0.0
20160126:0810;0.0;43.0;0.0;9.73;-3.96;1.15;0.0
20160126:0910;106.0;83.0;0.0;17.05;-3.3;1.19;0.0
20160126:1010;306.01;52.0;0.0;22.45;-0.78;1.19;0.0
20160126:1110;361.01;70.0;0.0;25.41;1.73;1.19;0.0
20160126:1210;374.01;45.0;0.0;25.55;4.25;1.19;0.0
20160126:1310;323.01;69.0;0.0;22.86;3.99;1.12;0.0
20160126:1410;0.0;43.0;0.0;17.68;3.73;1.05;0.0
20160126:1510;0.0;38.0;0.0;10.53;3.47;0.98;0.0
20160126:1610;0.0;0.0;0.0;0.0;2.39;0.98;0.0
20160126:1710;0.0;0.0;0.0;0.0;1.31;0.98;0.0
20160126:1810;0.0;0.0;0.0;0.0;0.22;0.98;0.0
20160126:1910;0.0;0.0;0.0;0.0;-0.56;0.95;0.0
20160126:2010;0.0;0.0;0.0;0.0;-1.34;0.92;0.0
20160126:2110;0.0;0.0;0.0;0.0;-2.12;0.9;0.0
20160126:2210;0.0;0.0;0.0;0.0;-2.57;0.89;0.0
20160126:2310;0.0;0.0;0.0;0.0;-3.03;0.89;0.0
20160127:0010;0.0;0.0;0.0;0.0;-3.49;0.88;0.0
20160127:0110;0.0;0.0;0.0;0.0;-3.6;0.85;0.0
20160127:0210;0.0;0.0;0.0;0.0;-3.71;0.82;0.0
20160127:0310;0.0;0.0;0.0;0.0;-3.83;0.79;0.0
20160127:0410;0.0;0.0;0.0;0.0;-3.78;0.79;0.0
20160127:0510;0.0;0.0;0.0;0.0;-3.72;0.8;0.0
20160127:0610;0.0;0.0;0.0;0.0;-3.67;0.8;0.0
20160127:0710;0.0;0.0;0.0;0.0;-3.09;0.86;0.0
20160127:0810;0.0;20.0;0.0;9.91;-2.5;0.92;0.0
20160127:0910;24.0;80.0;0.0;17.26;-1.91;0.98;0.0
20160127:1010;20.0;104.0;0.0;22.68;-0.05;1.0;0.0
20160127:1110;71.0;267.0;0.0;25.65;1.82;1.02;0.0
20160127:1210;60.0;240.0;0.0;25.81;3.68;1.03;0.0
20160127:1310;35.0;237.0;0.0;23.13;3.6;1.14;0.0
20160127:1410;0.0;151.0;0.0;17.94;3.51;1.24;0.0
20160127:1510;0.0;46.0;0.0;10.77;3.43;1.34;0.0
20160127:1610;0.0;0.0;0.0;0.0;2.6;1.4;0.0
20160127:1710;0.0;0.0;0.0;0.0;1.77;1.46;0.0
20160127:1810;0.0;0.0;0.0;0.0;0.94;1.52;0.0
20160127:1910;0.0;0.0;0.0;0.0;0.07;1.42;0.0
20160127:2010;0.0;0.0;0.0;0.0;-0.81;1.32;0.0
20160127:2110;0.0;0.0;0.0;0.0;-1.69;1.23;0.0
20160127:2210;0.0;0.0;0.0;0.0;-2.27;1.12;0.0
20160127:2310;0.0;0.0;0.0;0.0;-2.85;1.02;0.0
20160128:0010;0.0;0.0;0.0;0.0;-3.44;0.91;0.0
20160128:0110;0.0;0.0;0.0;0.0;-3.18;0.83;0.0
20160128:0210;0.0;0.0;0.0;0.0;-2.92;0.74;0.0
20160128:0310;0.0;0.0;0.0;0.0;-2.67;0.66;0.0
20160128:0410;0.0;0.0;0.0;0.0;-2.77;0.67;0.0
20160128:0510;0.0;0.0;0.0;0.0;-2.86;0.68;0.0
20160128:0610;0.0;0.0;0.0;0.0;-2.96;0.69;0.0
20160128:0710;0.0;0.0;0.0;0.0;-2.57;0.77;0.0
20160128:0810;0.0;43.0;0.0;10.09;-2.18;0.85;0.0
20160128:0910;69.0;81.0;0.0;17.47;-1.79;0.92;0.0
20160128:1010;115.0;156.0;0.0;22.92;-0.65;0.82;0.0
20160128:1110;343.01;76.0;0.0;25.91;0.5;0.72;0.0
20160128:1210;255.01;182.0;0.0;26.07;1.64;0.62;0.0
20160128:1310;314.01;76.0;0.0;23.39;1.49;0.62;0.0
20160128:1410;0.0;123.0;0.0;18.19;1.34;0.62;0.0
20160128:1510;0.0;62.0;0.0;11.01;1.19;0.62;0.0
20160128:1610;0.0;0.0;0.0;2.39;0.76;0.65;0.0
20160128:1710;0.0;0.0;0.0;0.0;0.33;0.68;0.0
20160128:1810;0.0;0.0;0.0;0.0;-0.1;0.7;0.0
20160128:1910;0.0;0.0;0.0;0.0;-0.59;0.79;0.0
20160128:2010;0.0;0.0;0.0;0.0;-1.08;0.88;0.0
20160128:2110;0.0;0.0;0.0;0.0;-1.57;0.97;0.0
20160128:2210;0.0;0.0;0.0;0.0;-1.54;0.98;0.0
20160128:2310;0.0;0.0;0.0;0.0;-1.51;0.99;0.0
20160129:0010;0.0;0.0;0.0;0.0;-1.48;1.01;0.0
20160129:0110;0.0;0.0;0.0;0.0;-1.17;1.12;0.0
20160129:0210;0.0;0.0;0.0;0.0;-0.87;1.23;0.0
20160129:0310;0.0;0.0;0.0;0.0;-0.57;1.34;0.0
20160129:0410;0.0;0.0;0.0;0.0;-0.67;1.36;0.0
20160129:0510;0.0;0.0;0.0;0.0;-0.78;1.38;0.0
20160129:0610;0.0;0.0;0.0;0.0;-0.88;1.41;0.0
20160129:0710;0.0;0.0;0.0;0.0;-0.92;1.62;0.0
20160129:0810;0.0;21.0;0.0;10.28;-0.96;1.84;0.0
20160129:0910;178.01;7.0;0.0;17.68;-1.0;2.06;0.0
20160129:1010;80.0;17.0;0.0;23.15;-0.63;1.78;0.0
20160129:1110;13.0;62.0;0.0;26.17;-0.26;1.51;0.0
20160129:1210;108.0;31.0;0.0;26.34;0.11;1.24;1.0
20160129:1310;171.01;113.0;0.0;23.66;0.66;0.92;1.0
20160129:1410;0.0;28.0;0.0;18.45;1.2;0.61;1.0
20160129:1510;0.0;40.0;0.0;11.26;1.75;0.29;0.0
20160129:1610;0.0;2.0;0.0;2.62;1.02;0.42;0.0
20160129:1710;0.0;0.0;0.0;0.0;0.29;0.55;0.0
20160129:1810;0.0;0.0;0.0;0.0;-0.45;0.68;0.0
20160129:1910;0.0;0.0;0.0;0.0;-1.3;0.68;0.0
20160129:2010;0.0;0.0;0.0;0.0;-2.16;0.68;0.0
20160129:2110;0.0;0.0;0.0;0.0;-3.02;0.68;0.0
20160129:2210;0.0;0.0;0.0;0.0;-4.07;0.74;0.0
20160129:2310;0.0;0.0;0.0;0.0;-5.12;0.8;0.0
20160130:0010;0.0;0.0;0.0;0.0;-6.18;0.87;0.0
20160130:0110;0.0;0.0;0.0;0.0;-5.04;0.91;0.0
20160130:0210;0.0;0.0;0.0;0.0;-3.9;0.94;0.0
20160130:0310;0.0;0.0;0.0;0.0;-2.77;0.98;0.0
20160130:0410;0.0;0.0;0.0;0.0;-2.83;1.05;0.0
20160130:0510;0.0;0.0;0.0;0.0;-2.9;1.12;0.0
20160130:0610;0.0;0.0;0.0;0.0;-2.96;1.19;0.0
20160130:0710;0.0;0.0;0.0;0.0;-2.97;1.26;0.0
20160130:0810;0.0;27.0;0.0;10.48;-2.97;1.34;0.0
20160130:0910;223.01;9.0;0.0;17.9;-2.97;1.42;1.0
20160130:1010;45.0;179.0;0.0;23.4;-2.05;1.47;0.0
20160130:1110;166.01;110.0;0.0;26.43;-1.14;1.51;0.0
20160130:1210;106.0;53.0;0.0;26.62;-0.22;1.56;0.0
20160130:1310;231.01;52.0;0.0;23.93;-0.17;1.54;1.0
20160130:1410;0.0;120.0;0.0;18.72;-0.13;1.53;0.0
20160130:1510;0.0;37.0;0.0;11.51;-0.08;1.52;0.0
20160130:1610;0.0;2.0;0.0;2.86;-1.41;1.68;0.0
20160130:1710;0.0;0.0;0.0;0.0;-2.75;1.85;0.0
20160130:1810;0.0;0.0;0.0;0.0;-4.09;2.01;0.0
20160130:1910;0.0;0.0;0.0;0.0;-4.02;1.9;0.0
20160130:2010;0.0;0.0;0.0;0.0;-3.95;1.79;0.0
20160130:2110;0.0;0.0;0.0;0.0;-3.88;1.68;0.0
20160130:2210;0.0;0.0;0.0;0.0;-3.96;1.77;0.0
20160130:2310;0.0;0.0;0.0;0.0;-4.04;1.86;0.0
20160131:0010;0.0;0.0;0.0;0.0;-4.13;1.94;0.0
20160131:0110;0.0;0.0;0.0;0.0;-4.25;2.02;0.0
20160131:0210;0.0;0.0;0.0;0.0;-4.37;2.09;0.0
20160131:0310;0.0;0.0;0.0;0.0;-4.5;2.17;0.0
20160131:0410;0.0;0.0;0.0;0.0;-4.35;2.22;0.0
20160131:0510;0.0;0.0;0.0;0.0;-4.19;2.28;0.0
20160131:0610;0.0;0.0;0.0;0.0;-4.04;2.33;0.0
20160131:0710;0.0;0.0;0.0;0.0;-3.28;2.61;0.0
20160131:0810;0.0;17.0;0.0;10.68;-2.51;2.88;0.0
20160131:0910;2.0;49.0;0.0;18.13;-1.74;3.16;0.0
20160131:1010;0.0;44.0;0.0;23.65;-1.35;3.17;0.0
20160131:1110;0.0;39.0;0.0;26.7;-0.97;3.19;0.0
20160131:1210;0.0;71.0;0.0;26.9;-0.58;3.2;0.0
20160131:1310;0.0;43.0;0.0;24.21;-0.67;2.94;0.0
20160131:1410;0.0;35.0;0.0;18.99;-0.77;2.69;0.0
20160131:1510;0.0;45.0;0.0;11.76;-0.86;2.43;0.0
20160131:1610;0.0;3.0;0.0;3.1;-1.19;2.4;0.0
20160131:1710;0.0;0.0;0.0;0.0;-1.52;2.38;0.0
20160131:1810;0.0;0.0;0.0;0.0;-1.85;2.36;0.0
20160131:1910;0.0;0.0;0.0;0.0;-1.67;2.38;0.0
20160131:2010;0.0;0.0;0.0;0.0;-1.49;2.4;0.0
20160131:2110;0.0;0.0;0.0;0.0;-1.32;2.41;0.0
20160131:2210;0.0;0.0;0.0;0.0;-1.41;2.45;0.0
20160131:2310;0.0;0.0;0.0;0.0;-1.5;2.48;0.0
20160201:0010;0.0;0.0;0.0;0.0;-1.59;2.51;0.0
20160201:0110;0.0;0.0;0.0;0.0;-1.6;2.59;0.0
20160201:0210;0.0;0.0;0.0;0.0;-1.62;2.68;0.0
20160201:0310;0.0;0.0;0.0;0.0;-1.63;2.76;0.0
20160201:0410;0.0;0.0;0.0;0.0;-1.56;2.69;0.0
20160201:0510;0.0;0.0;0.0;0.0;-1.48;2.61;0.0
20160201:0610;0.0;0.0;0.0;0.0;-1.41;2.54;0.0
20160201:0710;0.0;0.0;0.0;0.0;-1.16;2.67;0.0
20160201:0810;0.0;70.0;0.0;10.89;-0.92;2.8;0.0
20160201:0910;150.01;102.0;0.0;18.36;-0.67;2.92;0.0
20160201:1010;349.01;52.0;0.0;23.91;-0.2;2.84;0.0
20160201:1110;355.01;90.0;0.0;26.98;0.28;2.76;0.0
20160201:1210;317.01;118.0;0.0;27.18;0.75;2.68;0.0
20160201:1310;14.0;180.0;0.0;24.49;0.88;2.37;0.0
20160201:1410;0.0;154.0;0.0;19.26;1.01;2.07;0.0
20160201:1510;0.0;85.0;0.0;12.02;1.13;1.77;0.0
20160201:1610;0.0;19.0;0.0;3.34;0.71;1.74;0.0
20160201:1710;0.0;0.0;0.0;0.0;0.29;1.72;0.0
20160201:1810;0.0;0.0;0.0;0.0;-0.14;1.7;0.0
20160201:1910;0.0;0.0;0.0;0.0;-0.78;1.57;0.0
20160201:2010;0.0;0.0;0.0;0.0;-1.42;1.44;0.0
20160201:2110;0.0;0.0;0.0;0.0;-2.06;1.31;0.0
