time;Gb(i);Gd(i);Gr(i);H_sun;T2m;WS10m;Int
20160707:1310;741.0;150.0;0.0;60.12;17.8;1.12;0.0
20160707:1410;624.0;159.0;0.0;51.22;17.67;0.97;0.0
20160707:1510;521.0;133.0;0.0;41.11;17.55;0.81;0.0
20160707:1610;314.0;152.0;0.0;30.62;16.92;0.73;0.0
20160707:1710;43.0;160.0;0.0;20.19;16.3;0.64;0.0
20160707:1810;24.0;78.0;0.0;10.14;15.67;0.55;0.0
20160707:1910;0.0;0.0;0.0;0.0;14.88;0.75;0.0
20160707:2010;0.0;0.0;0.0;0.0;14.09;0.95;0.0
20160707:2110;0.0;0.0;0.0;0.0;13.3;1.14;0.0
20160707:2210;0.0;0.0;0.0;0.0;12.6;0.94;0.0
20160707:2310;0.0;0.0;0.0;0.0;11.89;0.74;0.0
20160708:0010;0.0;0.0;0.0;0.0;11.19;0.54;0.0
20160708:0110;0.0;0.0;0.0;0.0;10.38;0.56;0.0
20160708:0210;0.0;0.0;0.0;0.0;9.58;0.57;0.0
20160708:0310;0.0;0.0;0.0;0.0;8.77;0.59;0.0
20160708:0410;0.0;0.0;0.0;0.0;9.45;0.53;0.0
20160708:0510;4.0;66.0;0.0;11.57;10.12;0.46;0.0
20160708:0610;81.0;157.0;0.0;21.71;10.79;0.4;0.0
20160708:0710;138.0;234.0;0.0;32.17;12.61;0.61;0.0
20160708:0810;473.0;163.0;0.0;42.63;14.43;0.81;0.0
20160708:0910;475.0;249.0;0.0;52.62;16.24;1.02;0.0
20160708:1010;741.01;149.0;0.0;61.2;16.83;1.25;0.0
20160708:1110;703.01;207.0;0.0;66.47;17.42;1.48;0.0
20160708:1210;653.0;238.0;0.0;66.0;18.01;1.71;0.0
20160708:1310;613.0;229.0;0.0;60.05;17.38;1.46;0.0
20160708:1410;374.0;303.0;0.0;51.17;16.74;1.21;0.0
20160708:1510;431.0;188.0;0.0;41.07;16.11;0.97;0.0
20160708:1610;210.0;206.0;0.0;30.58;15.4;0.97;0.0
20160708:1710;161.0;125.0;0.0;20.14;14.7;0.97;0.0
20160708:1810;69.0;67.0;0.0;10.09;13.99;0.97;0.0
20160708:1910;0.0;0.0;0.0;0.0;12.96;1.2;0.0
20160708:2010;0.0;0.0;0.0;0.0;11.93;1.43;0.0
20160708:2110;0.0;0.0;0.0;0.0;10.9;1.66;0.0
20160708:2210;0.0;0.0;0.0;0.0;10.56;1.75;0.0
20160708:2310;0.0;0.0;0.0;0.0;10.21;1.84;0.0
20160709:0010;0.0;0.0;0.0;0.0;9.86;1.93;0.0
20160709:0110;0.0;0.0;0.0;0.0;9.6;1.94;0.0
20160709:0210;0.0;0.0;0.0;0.0;9.34;1.96;0.0
20160709:0310;0.0;0.0;0.0;0.0;9.08;1.97;0.0
20160709:0410;0.0;0.0;0.0;0.0;9.95;1.85;0.0
20160709:0510;84.0;59.0;0.0;11.47;10.81;1.73;0.0
20160709:0610;235.0;84.0;0.0;21.6;11.67;1.61;0.0
20160709:0710;392.0;104.0;0.0;32.07;13.08;1.63;0.0
20160709:0810;539.0;121.0;0.0;42.53;14.49;1.65;0.0
20160709:0910;647.0;143.0;0.0;52.51;15.9;1.67;0.0
20160709:1010;712.0;167.0;0.0;61.08;16.45;1.4;0.0
20160709:1110;804.01;142.0;0.0;66.35;17.0;1.14;0.0
20160709:1210;759.01;171.0;0.0;65.89;17.54;0.87;0.0
20160709:1310;554.0;264.0;0.0;59.98;17.82;0.9;0.0
20160709:1410;280.0;345.0;0.0;51.11;18.09;0.92;0.0
20160709:1510;350.0;233.0;0.0;41.02;18.36;0.95;0.0
20160709:1610;407.0;95.0;0.0;30.53;17.92;0.83;0.0
20160709:1710;235.0;84.0;0.0;20.09;17.49;0.71;0.0
20160709:1810;81.0;61.0;0.0;10.03;17.05;0.59;0.0
20160709:1910;0.0;0.0;0.0;0.0;16.31;0.47;0.0
20160709:2010;0.0;0.0;0.0;0.0;15.57;0.35;0.0
20160709:2110;0.0;0.0;0.0;0.0;14.83;0.23;0.0
20160709:2210;0.0;0.0;0.0;0.0;14.23;0.25;0.0
20160709:2310;0.0;0.0;0.0;0.0;13.62;0.27;0.0
20160710:0010;0.0;0.0;0.0;0.0;13.02;0.29;0.0
20160710:0110;0.0;0.0;0.0;0.0;12.34;0.24;0.0
20160710:0210;0.0;0.0;0.0;0.0;11.67;0.19;0.0
20160710:0310;0.0;0.0;0.0;0.0;11.0;0.14;0.0
20160710:0410;0.0;0.0;0.0;0.0;11.71;0.16;0.0
20160710:0510;85.0;57.0;0.0;11.36;12.42;0.18;0.0
20160710:0610;217.0;93.0;0.0;21.5;13.12;0.21;0.0
20160710:0710;369.0;118.0;0.0;31.96;14.63;0.72;0.0
20160710:0810;508.0;140.0;0.0;42.42;16.13;1.23;0.0
20160710:0910;646.0;143.0;0.0;52.4;17.63;1.74;0.0
20160710:1010;739.01;149.0;0.0;60.96;17.74;1.86;0.0
20160710:1110;788.01;151.0;0.0;66.23;17.85;1.99;0.0
20160710:1210;788.01;152.0;0.0;65.79;17.96;2.11;0.0
20160710:1310;739.01;149.0;0.0;59.89;18.33;2.26;0.0
20160710:1410;646.0;144.0;0.0;51.04;18.7;2.4;0.0
20160710:1510;529.0;127.0;0.0;40.96;19.07;2.55;0.0
20160710:1610;384.0;109.0;0.0;30.48;18.49;2.06;0.0
20160710:1710;126.0;140.0;0.0;20.04;17.91;1.56;0.0
20160710:1810;45.0;74.0;0.0;9.97;17.32;1.06;0.0
20160710:1910;0.0;0.0;0.0;0.0;16.7;1.15;0.0
20160710:2010;0.0;0.0;0.0;0.0;16.08;1.24;0.0
20160710:2110;0.0;0.0;0.0;0.0;15.46;1.32;0.0
20160710:2210;0.0;0.0;0.0;0.0;15.0;1.15;0.0
20160710:2310;0.0;0.0;0.0;0.0;14.53;0.97;0.0
20160711:0010;0.0;0.0;0.0;0.0;14.07;0.8;0.0
20160711:0110;0.0;0.0;0.0;0.0;12.95;0.68;0.0
20160711:0210;0.0;0.0;0.0;0.0;11.84;0.56;0.0
20160711:0310;0.0;0.0;0.0;0.0;10.72;0.44;0.0
20160711:0410;0.0;0.0;0.0;0.0;11.34;0.46;0.0
20160711:0510;44.0;73.0;0.0;11.24;11.96;0.49;0.0
20160711:0610;116.0;143.0;0.0;21.39;12.57;0.51;0.0
20160711:0710;27.0;228.0;0.0;31.86;14.29;0.91;0.0
20160711:0810;326.0;243.0;0.0;42.31;16.01;1.3;0.0
20160711:0910;0.0;150.0;0.0;52.28;17.73;1.7;0.0
20160711:1010;0.0;108.0;0.0;60.84;17.89;2.0;0.0
20160711:1110;424.0;364.0;0.0;66.09;18.05;2.3;0.0
20160711:1210;5.0;340.0;0.0;65.67;18.21;2.61;0.0
20160711:1310;0.0;263.0;0.0;59.81;17.23;2.2;0.0
20160711:1410;454.0;259.0;0.0;50.97;16.24;1.8;0.0
20160711:1510;437.0;183.0;0.0;40.9;15.26;1.39;0.0
20160711:1610;223.0;198.0;0.0;30.42;14.71;1.24;0.0
20160711:1710;0.0;28.0;0.0;19.97;14.16;1.08;0.0
20160711:1810;13.0;74.0;0.0;9.9;13.6;0.92;0.0
20160711:1910;0.0;0.0;0.0;0.0;12.96;0.91;0.0
20160711:2010;0.0;0.0;0.0;0.0;12.31;0.91;0.0
20160711:2110;0.0;0.0;0.0;0.0;11.66;0.9;0.0
20160711:2210;0.0;0.0;0.0;0.0;11.62;1.01;0.0
20160711:2310;0.0;0.0;0.0;0.0;11.58;1.13;0.0
20160712:0010;0.0;0.0;0.0;0.0;11.54;1.24;0.0
20160712:0110;0.0;0.0;0.0;0.0;11.22;1.26;0.0
20160712:0210;0.0;0.0;0.0;0.0;10.91;1.28;0.0
20160712:0310;0.0;0.0;0.0;0.0;10.59;1.3;0.0
20160712:0410;0.0;0.0;0.0;0.0;11.07;1.35;0.0
20160712:0510;0.0;17.0;0.0;11.13;11.55;1.4;0.0
20160712:0610;0.0;35.0;0.0;21.27;12.02;1.45;0.0
20160712:0710;0.0;62.0;0.0;31.74;12.35;1.44;0.0
20160712:0810;0.0;68.0;0.0;42.2;12.67;1.43;0.0
20160712:0910;0.0;216.0;0.0;52.16;12.99;1.42;0.0
20160712:1010;0.0;166.0;0.0;60.71;12.77;1.07;0.0
20160712:1110;0.0;138.0;0.0;65.96;12.55;0.71;0.0
20160712:1210;0.0;102.0;0.0;65.55;12.32;0.36;0.0
20160712:1310;0.0;79.0;0.0;59.71;11.93;0.76;0.0
20160712:1410;0.0;234.0;0.0;50.9;11.54;1.17;0.0
20160712:1510;0.0;120.0;0.0;40.83;11.15;1.57;0.0
20160712:1610;0.0;91.0;0.0;30.35;10.92;1.43;0.0
20160712:1710;0.0;27.0;0.0;19.91;10.7;1.28;0.0
20160712:1810;0.0;23.0;0.0;9.83;10.47;1.13;0.0
20160712:1910;0.0;0.0;0.0;0.0;9.61;1.28;0.0
20160712:2010;0.0;0.0;0.0;0.0;8.75;1.43;0.0
20160712:2110;0.0;0.0;0.0;0.0;7.89;1.57;0.0
20160712:2210;0.0;0.0;0.0;0.0;7.45;1.57;0.0
20160712:2310;0.0;0.0;0.0;0.0;7.01;1.56;0.0
20160713:0010;0.0;0.0;0.0;0.0;6.57;1.56;0.0
20160713:0110;0.0;0.0;0.0;0.0;5.73;1.82;0.0
20160713:0210;0.0;0.0;0.0;0.0;4.89;2.08;0.0
20160713:0310;0.0;0.0;0.0;0.0;4.05;2.34;0.0
20160713:0410;0.0;0.0;0.0;0.0;4.33;2.56;0.0
20160713:0510;0.0;30.0;0.0;11.01;4.6;2.78;0.0
20160713:0610;21.0;148.0;0.0;21.16;4.87;2.99;0.0
20160713:0710;8.0;197.0;0.0;31.63;5.87;2.92;0.0
20160713:0810;165.0;308.0;0.0;42.08;6.86;2.85;0.0
20160713:0910;10.0;312.0;0.0;52.04;7.85;2.77;0.0
20160713:1010;406.0;340.0;0.0;60.57;8.42;2.78;0.0
20160713:1110;117.0;454.0;0.0;65.81;8.99;2.78;0.0
20160713:1210;267.0;429.0;0.0;65.42;9.55;2.79;0.0
20160713:1310;0.0;253.0;0.0;59.61;8.79;3.31;0.0
20160713:1410;347.0;313.0;0.0;50.82;8.02;3.83;0.0
20160713:1510;0.0;133.0;0.0;40.76;7.26;4.34;0.0
20160713:1610;189.0;212.0;0.0;30.28;6.21;4.16;0.0
20160713:1710;46.0;158.0;0.0;19.83;5.17;3.97;0.0
20160713:1810;7.0;68.0;0.0;9.75;4.12;3.78;0.0
20160713:1910;0.0;0.0;0.0;0.0;3.57;3.58;0.0
20160713:2010;0.0;0.0;0.0;0.0;3.01;3.38;0.0
20160713:2110;0.0;0.0;0.0;0.0;2.45;3.19;0.0
20160713:2210;0.0;0.0;0.0;0.0;2.3;3.15;0.0
20160713:2310;0.0;0.0;0.0;0.0;2.15;3.11;0.0
20160714:0010;0.0;0.0;0.0;0.0;2.0;3.08;0.0
20160714:0110;0.0;0.0;0.0;0.0;1.69;2.86;0.0
20160714:0210;0.0;0.0;0.0;0.0;1.38;2.65;0.0
20160714:0310;0.0;0.0;0.0;0.0;1.07;2.44;0.0
20160714:0410;0.0;0.0;0.0;0.0;1.55;2.68;0.0
20160714:0510;5.0;63.0;0.0;10.88;2.03;2.91;0.0
20160714:0610;11.0;138.0;0.0;21.04;2.51;3.14;0.0
20160714:0710;83.0;240.0;0.0;31.51;3.32;3.28;0.0
20160714:0810;194.0;298.0;0.0;41.97;4.12;3.41;0.0
20160714:0910;82.0;379.0;0.0;51.91;4.92;3.54;0.0
20160714:1010;0.0;233.0;0.0;60.43;5.44;3.47;0.0
20160714:1110;0.0;179.0;0.0;65.66;5.96;3.39;0.0
20160714:1210;0.0;252.0;0.0;65.28;6.48;3.31;0.0
20160714:1310;0.0;248.0;0.0;59.5;6.03;3.37;0.0
20160714:1410;397.0;287.0;0.0;50.73;5.57;3.44;0.0
20160714:1510;10.0;262.0;0.0;40.68;5.12;3.5;0.0
20160714:1610;0.0;112.0;0.0;30.21;4.23;3.3;0.0
20160714:1710;61.0;157.0;0.0;19.76;3.34;3.09;0.0
20160714:1810;76.0;59.0;0.0;9.66;2.44;2.88;0.0
20160714:1910;0.0;0.0;0.0;0.0;2.22;2.79;0.0
20160714:2010;0.0;0.0;0.0;0.0;2.0;2.7;0.0
20160714:2110;0.0;0.0;0.0;0.0;1.78;2.61;0.0
20160714:2210;0.0;0.0;0.0;0.0;1.85;2.56;0.0
20160714:2310;0.0;0.0;0.0;0.0;1.91;2.51;0.0
20160715:0010;0.0;0.0;0.0;0.0;1.98;2.46;0.0
20160715:0110;0.0;0.0;0.0;0.0;1.43;2.37;0.0
20160715:0210;0.0;0.0;0.0;0.0;0.89;2.28;0.0
20160715:0310;0.0;0.0;0.0;0.0;0.35;2.19;0.0
20160715:0410;0.0;0.0;0.0;0.0;1.08;2.42;0.0
20160715:0510;68.0;59.0;0.0;10.76;1.8;2.65;0.0
20160715:0610;179.0;108.0;0.0;20.92;2.52;2.88;0.0
20160715:0710;275.0;166.0;0.0;31.39;4.07;2.97;0.0
20160715:0810;79.0;316.0;0.0;41.84;5.62;3.05;0.0
20160715:0910;119.0;383.0;0.0;51.78;7.16;3.13;0.0
20160715:1010;14.0;356.0;0.0;60.29;7.97;3.15;0.0
20160715:1110;10.0;363.0;0.0;65.51;8.77;3.17;0.0
20160715:1210;0.0;179.0;0.0;65.14;9.57;3.19;0.0
20160715:1310;46.0;404.0;0.0;59.39;9.59;3.12;0.0
20160715:1410;133.0;383.0;0.0;50.64;9.6;3.06;0.0
20160715:1510;400.0;201.0;0.0;40.6;9.61;2.99;0.0
20160715:1610;379.0;108.0;0.0;30.12;9.1;2.69;0.0
20160715:1710;229.0;82.0;0.0;19.67;8.6;2.39;0.0
20160715:1810;75.0;58.0;0.0;9.57;8.09;2.08;0.0
20160715:1910;0.0;0.0;0.0;0.0;6.8;2.17;0.0
20160715:2010;0.0;0.0;0.0;0.0;5.51;2.27;0.0
20160715:2110;0.0;0.0;0.0;0.0;4.22;2.36;0.0
20160715:2210;0.0;0.0;0.0;0.0;4.14;2.32;0.0
20160715:2310;0.0;0.0;0.0;0.0;4.05;2.29;0.0
20160716:0010;0.0;0.0;0.0;0.0;3.96;2.25;0.0
20160716:0110;0.0;0.0;0.0;0.0;3.29;2.18;0.0
20160716:0210;0.0;0.0;0.0;0.0;2.63;2.12;0.0
20160716:0310;0.0;0.0;0.0;0.0;1.97;2.06;0.0
20160716:0410;0.0;0.0;0.0;0.0;2.78;1.96;0.0
20160716:0510;74.0;55.0;0.0;10.63;3.59;1.87;0.0
20160716:0610;218.0;85.0;0.0;20.79;4.4;1.78;0.0
20160716:0710;372.0;108.0;0.0;31.27;6.51;1.98;0.0
20160716:0810;518.0;126.0;0.0;41.72;8.62;2.17;0.0
20160716:0910;661.0;127.0;0.0;51.65;10.72;2.37;0.0
20160716:1010;759.01;130.0;0.0;60.14;11.47;2.49;0.0
20160716:1110;795.01;142.0;0.0;65.35;12.21;2.61;0.0
20160716:1210;811.01;132.0;0.0;64.99;12.95;2.73;0.0
20160716:1310;775.01;121.0;0.0;59.27;13.23;2.65;0.0
20160716:1410;665.0;126.0;0.0;50.54;13.51;2.57;0.0
20160716:1510;542.0;114.0;0.0;40.51;13.79;2.5;0.0
20160716:1610;384.0;104.0;0.0;30.04;13.39;2.15;0.0
20160716:1710;215.0;90.0;0.0;19.58;12.99;1.81;0.0
20160716:1810;81.0;54.0;0.0;9.47;12.59;1.46;0.0
20160716:1910;0.0;0.0;0.0;0.0;12.01;1.6;0.0
20160716:2010;0.0;0.0;0.0;0.0;11.42;1.73;0.0
20160716:2110;0.0;0.0;0.0;0.0;10.83;1.86;0.0
20160716:2210;0.0;0.0;0.0;0.0;9.93;1.74;0.0
20160716:2310;0.0;0.0;0.0;0.0;9.02;1.62;0.0
20160717:0010;0.0;0.0;0.0;0.0;8.12;1.5;0.0
20160717:0110;0.0;0.0;0.0;0.0;7.21;1.46;0.0
20160717:0210;0.0;0.0;0.0;0.0;6.31;1.42;0.0
20160717:0310;0.0;0.0;0.0;0.0;5.41;1.38;0.0
20160717:0410;0.0;0.0;0.0;0.0;6.06;1.27;0.0
20160717:0510;78.0;52.0;0.0;10.5;6.71;1.17;0.0
20160717:0610;220.0;82.0;0.0;20.67;7.36;1.06;0.0
20160717:0710;377.0;103.0;0.0;31.14;9.9;1.03;0.0
20160717:0810;526.0;119.0;0.0;41.59;12.44;0.99;0.0
20160717:0910;647.0;135.0;0.0;51.51;14.98;0.95;0.0
20160717:1010;729.01;149.0;0.0;59.99;15.58;0.95;0.0
20160717:1110;779.01;151.0;0.0;65.18;16.18;0.94;0.0
20160717:1210;780.01;151.0;0.0;64.83;16.77;0.94;0.0
20160717:1310;732.01;148.0;0.0;59.14;16.78;0.94;0.0
20160717:1410;627.0;150.0;0.0;50.43;16.79;0.95;0.0
20160717:1510;492.0;145.0;0.0;40.41;16.8;0.95;0.0
20160717:1610;369.0;112.0;0.0;29.95;16.25;0.76;0.0
20160717:1710;226.0;82.0;0.0;19.49;15.7;0.57;0.0
20160717:1810;77.0;55.0;0.0;9.37;15.14;0.37;0.0
20160717:1910;0.0;0.0;0.0;0.0;14.47;0.54;0.0
20160717:2010;0.0;0.0;0.0;0.0;13.8;0.7;0.0
20160717:2110;0.0;0.0;0.0;0.0;13.13;0.87;0.0
20160717:2210;0.0;0.0;0.0;0.0;12.21;0.89;0.0
20160717:2310;0.0;0.0;0.0;0.0;11.29;0.91;0.0
20160718:0010;0.0;0.0;0.0;0.0;10.37;0.94;0.0
20160718:0110;0.0;0.0;0.0;0.0;9.44;0.92;0.0
20160718:0210;0.0;0.0;0.0;0.0;8.51;0.9;0.0
20160718:0310;0.0;0.0;0.0;0.0;7.58;0.88;0.0
20160718:0410;0.0;0.0;0.0;0.0;8.31;0.88;0.0
20160718:0510;72.0;53.0;0.0;10.36;9.03;0.87;0.0
20160718:0610;218.0;82.0;0.0;20.54;9.75;0.87;0.0
20160718:0710;362.0;111.0;0.0;31.02;12.2;0.84;0.0
20160718:0810;514.0;126.0;0.0;41.46;14.64;0.8;0.0
20160718:0910;657.0;127.0;0.0;51.37;17.08;0.77;0.0
20160718:1010;741.01;140.0;0.0;59.83;17.57;0.76;0.0
20160718:1110;792.01;142.0;0.0;65.01;18.06;0.75;0.0
20160718:1210;824.01;121.0;0.0;64.67;18.54;0.74;0.0
20160718:1310;676.0;183.0;0.0;59.01;18.41;0.82;0.0
20160718:1410;638.0;142.0;0.0;50.32;18.27;0.9;0.0
20160718:1510;445.0;172.0;0.0;40.31;18.14;0.98;0.0
20160718:1610;126.0;231.0;0.0;29.85;17.54;0.78;0.0
20160718:1710;169.0;113.0;0.0;19.39;16.94;0.57;0.0
20160718:1810;43.0;68.0;0.0;9.26;16.33;0.37;0.0
20160718:1910;0.0;0.0;0.0;0.0;15.78;0.52;0.0
20160718:2010;0.0;0.0;0.0;0.0;15.23;0.67;0.0
20160718:2110;0.0;0.0;0.0;0.0;14.67;0.81;0.0
20160718:2210;0.0;0.0;0.0;0.0;13.74;0.83;0.0
20160718:2310;0.0;0.0;0.0;0.0;12.81;0.85;0.0
20160719:0010;0.0;0.0;0.0;0.0;11.88;0.87;0.0
20160719:0110;0.0;0.0;0.0;0.0;10.99;0.91;0.0
20160719:0210;0.0;0.0;0.0;0.0;10.11;0.94;0.0
20160719:0310;0.0;0.0;0.0;0.0;9.23;0.98;0.0
20160719:0410;0.0;0.0;0.0;0.0;9.9;0.9;0.0
20160719:0510;70.0;52.0;0.0;10.22;10.57;0.81;0.0
20160719:0610;208.0;86.0;0.0;20.4;11.24;0.73;0.0
20160719:0710;346.0;120.0;0.0;30.89;13.53;0.63;0.0
20160719:0810;522.0;119.0;0.0;41.33;15.81;0.52;0.0
20160719:0910;668.0;118.0;0.0;51.23;18.09;0.41;0.0
20160719:1010;754.01;130.0;0.0;59.67;18.51;0.46;0.0
20160719:1110;806.01;131.0;0.0;64.83;18.92;0.51;0.0
20160719:1210;822.01;121.0;0.0;64.51;19.33;0.57;0.0
20160719:1310;757.01;130.0;0.0;58.87;19.24;0.53;0.0
20160719:1410;711.0;93.0;0.0;50.2;19.15;0.5;0.0
20160719:1510;578.0;87.0;0.0;40.21;19.06;0.47;0.0
20160719:1610;366.0;112.0;0.0;29.74;18.5;0.53;0.0
20160719:1710;214.0;87.0;0.0;19.28;17.94;0.59;0.0
20160719:1810;81.0;51.0;0.0;9.15;17.37;0.65;0.0
20160719:1910;0.0;0.0;0.0;0.0;16.63;0.73;0.0
20160719:2010;0.0;0.0;0.0;0.0;15.89;0.81;0.0
20160719:2110;0.0;0.0;0.0;0.0;15.14;0.9;0.0
20160719:2210;0.0;0.0;0.0;0.0;14.33;0.77;0.0
20160719:2310;0.0;0.0;0.0;0.0;13.51;0.65;0.0
20160720:0010;0.0;0.0;0.0;0.0;12.7;0.52;0.0
20160720:0110;0.0;0.0;0.0;0.0;11.65;0.62;0.0
20160720:0210;0.0;0.0;0.0;0.0;10.61;0.72;0.0
20160720:0310;0.0;0.0;0.0;0.0;9.57;0.81;0.0
20160720:0410;0.0;0.0;0.0;0.0;10.12;0.73;0.0
20160720:0510;64.0;54.0;0.0;10.08;10.67;0.65;0.0
20160720:0610;195.0;92.0;0.0;20.27;11.21;0.57;0.0
20160720:0710;344.0;119.0;0.0;30.75;13.77;0.45;0.0
20160720:0810;501.0;131.0;0.0;41.19;16.33;0.33;0.0
20160720:0910;642.0;134.0;0.0;51.08;18.89;0.21;0.0
20160720:1010;711.01;157.0;0.0;59.5;19.43;0.27;0.0
20160720:1110;746.01;170.0;0.0;64.65;19.97;0.34;0.0
20160720:1210;776.01;151.0;0.0;64.33;20.51;0.4;0.0
20160720:1310;700.01;166.0;0.0;58.72;20.49;0.51;0.0
20160720:1410;623.0;150.0;0.0;50.08;20.46;0.62;0.0
20160720:1510;460.0;161.0;0.0;40.1;20.44;0.73;0.0
20160720:1610;155.0;219.0;0.0;29.63;19.62;0.66;0.0
20160720:1710;0.0;73.0;0.0;19.17;18.8;0.59;0.0
20160720:1810;6.0;61.0;0.0;9.03;17.98;0.52;0.0
20160720:1910;0.0;0.0;0.0;0.0;17.4;0.64;0.0
20160720:2010;0.0;0.0;0.0;0.0;16.82;0.76;0.0
20160720:2110;0.0;0.0;0.0;0.0;16.23;0.88;0.0
20160720:2210;0.0;0.0;0.0;0.0;14.92;0.99;0.0
20160720:2310;0.0;0.0;0.0;0.0;13.6;1.1;0.0
20160721:0010;0.0;0.0;0.0;0.0;12.28;1.21;0.0
20160721:0110;0.0;0.0;0.0;0.0;11.86;1.16;0.0
20160721:0210;0.0;0.0;0.0;0.0;11.45;1.11;0.0
20160721:0310;0.0;0.0;0.0;0.0;11.04;1.06;0.0
20160721:0410;0.0;0.0;0.0;0.0;11.54;0.95;0.0
20160721:0510;45.0;60.0;0.0;9.94;12.03;0.84;0.0
20160721:0610;141.0;119.0;0.0;20.13;12.52;0.73;0.0
20160721:0710;225.0;184.0;0.0;30.62;13.84;0.66;0.0
20160721:0810;405.0;188.0;0.0;41.05;15.16;0.59;0.0
20160721:0910;593.0;164.0;0.0;50.93;16.48;0.52;0.0
20160721:1010;541.0;260.0;0.0;59.33;16.36;0.8;0.0
20160721:1110;640.01;235.0;0.0;64.46;16.23;1.07;0.0
20160721:1210;116.0;449.0;0.0;64.15;16.1;1.34;0.0
20160721:1310;356.0;359.0;0.0;58.57;15.97;1.06;0.0
20160721:1410;102.0;380.0;0.0;49.95;15.83;0.78;0.0
20160721:1510;0.0;65.0;0.0;39.98;15.69;0.5;0.0
20160721:1610;38.0;230.0;0.0;29.52;14.78;0.46;0.0
20160721:1710;38.0;151.0;0.0;19.05;13.87;0.43;0.0
20160721:1810;2.0;55.0;0.0;8.91;12.95;0.4;0.0
20160721:1910;0.0;0.0;0.0;0.0;12.78;0.46;0.0
20160721:2010;0.0;0.0;0.0;0.0;12.6;0.51;0.0
20160721:2110;0.0;0.0;0.0;0.0;12.42;0.57;0.0
20160721:2210;0.0;0.0;0.0;0.0;11.93;0.56;0.0
20160721:2310;0.0;0.0;0.0;0.0;11.43;0.55;0.0
20160722:0010;0.0;0.0;0.0;0.0;10.93;0.54;0.0
20160722:0110;0.0;0.0;0.0;0.0;10.21;0.53;0.0
20160722:0210;0.0;0.0;0.0;0.0;9.5;0.53;0.0
20160722:0310;0.0;0.0;0.0;0.0;8.79;0.52;0.0
20160722:0410;0.0;0.0;0.0;0.0;9.36;0.57;0.0
20160722:0510;0.0;11.0;0.0;9.79;9.92;0.61;0.0
20160722:0610;6.0;122.0;0.0;19.99;10.48;0.65;0.0
20160722:0710;65.0;231.0;0.0;30.48;11.08;0.79;0.0
20160722:0810;3.0;228.0;0.0;40.91;11.67;0.93;0.0
20160722:0910;0.0;69.0;0.0;50.78;12.26;1.08;0.0
20160722:1010;0.0;85.0;0.0;59.16;11.94;1.17;0.0
20160722:1110;0.0;92.0;0.0;64.27;11.62;1.26;0.0
20160722:1210;0.0;204.0;0.0;63.96;11.29;1.35;0.0
20160722:1310;14.0;353.0;0.0;58.41;11.8;1.03;0.0
20160722:1410;399.0;279.0;0.0;49.81;12.3;0.72;0.0
20160722:1510;291.0;252.0;0.0;39.85;12.8;0.4;0.0
20160722:1610;0.0;94.0;0.0;29.4;12.14;0.44;0.0
20160722:1710;0.0;37.0;0.0;18.93;11.48;0.48;0.0
20160722:1810;0.0;31.0;0.0;8.78;10.81;0.52;0.0
20160722:1910;0.0;0.0;0.0;0.0;10.59;0.58;0.0
20160722:2010;0.0;0.0;0.0;0.0;10.37;0.64;0.0
20160722:2110;0.0;0.0;0.0;0.0;10.15;0.7;0.0
20160722:2210;0.0;0.0;0.0;0.0;10.01;0.76;0.0
20160722:2310;0.0;0.0;0.0;0.0;9.86;0.82;0.0
20160723:0010;0.0;0.0;0.0;0.0;9.71;0.88;0.0
20160723:0110;0.0;0.0;0.0;0.0;9.45;0.86;0.0
20160723:0210;0.0;0.0;0.0;0.0;9.2;0.83;0.0
20160723:0310;0.0;0.0;0.0;0.0;8.94;0.8;0.0
20160723:0410;0.0;0.0;0.0;0.0;9.56;0.72;0.0
20160723:0510;19.0;62.0;0.0;9.65;10.18;0.63;0.0
20160723:0610;90.0;137.0;0.0;19.85;10.8;0.55;0.0
20160723:0710;138.0;218.0;0.0;30.34;11.14;0.99;0.0
20160723:0810;46.0;299.0;0.0;40.76;11.48;1.43;0.0
20160723:0910;125.0;375.0;0.0;50.62;11.81;1.88;0.0
20160723:1010;8.0;334.0;0.0;58.98;11.74;1.91;0.0
20160723:1110;0.0;185.0;0.0;64.07;11.67;1.95;0.0
20160723:1210;241.0;430.0;0.0;63.77;11.6;1.99;0.0
20160723:1310;140.0;424.0;0.0;58.25;11.07;1.7;0.0
20160723:1410;94.0;377.0;0.0;49.67;10.54;1.42;0.0
20160723:1510;5.0;241.0;0.0;39.72;10.01;1.13;0.0
20160723:1610;0.0;86.0;0.0;29.27;9.75;1.04;0.0
20160723:1710;0.0;43.0;0.0;18.8;9.49;0.96;0.0
20160723:1810;0.0;11.0;0.0;8.64;9.22;0.87;0.0
20160723:1910;0.0;0.0;0.0;0.0;8.93;0.81;0.0
20160723:2010;0.0;0.0;0.0;0.0;8.64;0.75;0.0
20160723:2110;0.0;0.0;0.0;0.0;8.35;0.69;0.0
20160723:2210;0.0;0.0;0.0;0.0;8.59;0.87;0.0
20160723:2310;0.0;0.0;0.0;0.0;8.82;1.06;0.0
20160724:0010;0.0;0.0;0.0;0.0;9.06;1.24;0.0
20160724:0110;0.0;0.0;0.0;0.0;8.37;1.49;0.0
20160724:0210;0.0;0.0;0.0;0.0;7.69;1.74;0.0
